0.000000,0.325029,0.097034,0.076009
10.000000,0.300488,0.071373,0.191527
20.000000,0.242580,0.064413,0.263054
30.000000,0.188801,0.091446,0.352690
40.000000,0.140133,0.053547,0.298107
50.000000,0.084307,0.029826,0.065703
60.000000,-0.026355,0.044847,-0.112028
70.000000,-0.160262,0.035212,-0.204857
80.000000,-0.234063,0.003967,-0.183719
90.000000,-0.245073,0.034264,-0.050537
100.000000,-0.183840,0.038466,0.114492
110.000000,-0.034852,0.020558,0.238498
120.000000,0.013246,-0.004436,0.266389
130.000000,-0.040089,-0.027982,0.172010
140.000000,-0.154899,-0.044758,0.074853
150.000000,-0.325379,-0.111546,-0.023799
160.000000,-0.577414,-0.182782,-0.160102
170.000000,-0.778387,-0.217927,-0.296662
180.000000,-0.934296,-0.321734,-0.336535
190.000000,-1.166660,-0.461088,-0.317844
200.000000,-1.331003,-0.518371,-0.265352
210.000000,-1.483528,-0.552774,-0.041359
220.000000,-1.907206,-0.680596,0.336711
230.000000,-2.466688,-0.898195,0.632792
240.000000,-2.928982,-1.190102,0.777875
250.000000,-3.251711,-1.446671,0.822450
260.000000,-3.317729,-1.617597,0.783552
270.000000,-3.202679,-1.753596,0.591993
280.000000,-3.162563,-1.930687,0.188553
290.000000,-3.175553,-2.167133,-0.395896
300.000000,-3.259961,-2.433935,-0.953401
310.000000,-3.514987,-2.782613,-1.348391
320.000000,-3.946074,-3.234542,-1.704555
330.000000,-4.400015,-3.734295,-2.144963
340.000000,-4.519238,-4.194611,-2.551846
350.000000,-4.029855,-4.422297,-2.673257
360.000000,-2.836931,-4.361134,-2.301557
370.000000,-0.938180,-4.043885,-1.512294
380.000000,1.550066,-3.373091,-0.635101
390.000000,4.163984,-2.347878,0.193986
400.000000,6.456142,-1.006123,0.714308
410.000000,8.166566,0.394206,0.556518
420.000000,8.727205,1.395260,0.032704
430.000000,8.370318,1.775862,-0.460166
440.000000,7.629308,1.637003,-0.847597
450.000000,7.001729,1.638335,-1.150317
460.000000,6.509212,1.824045,-1.378299
470.000000,6.018152,1.995304,-1.382815
480.000000,5.871918,2.078565,-1.035088
490.000000,6.166315,2.131950,-0.490926
500.000000,6.513845,2.223878,-0.049926
510.000000,6.554920,2.198301,0.085947
520.000000,6.058424,1.927307,0.027302
530.000000,5.290228,1.618869,-0.119916
540.000000,4.655568,1.285952,-0.362736
550.000000,3.981755,0.978987,-0.596465
560.000000,3.207289,0.679308,-0.726825
570.000000,2.533800,0.350496,-0.646182
580.000000,2.010105,-0.054982,-0.456201
590.000000,1.627272,-0.237911,-0.249545
600.000000,1.647890,-0.433727,-0.103172
610.000000,1.648306,-0.737463,-0.156703
620.000000,0.808261,-1.215241,-0.480473
630.000000,-0.518553,-1.700901,-0.876118
640.000000,-1.747482,-2.006853,-0.984442
650.000000,-2.341254,-2.110661,-0.753829
660.000000,-2.453775,-1.910474,-0.242893
670.000000,-2.243397,-1.581984,0.161807
680.000000,-1.834826,-1.360901,0.169471
690.000000,-1.489857,-1.260415,-0.050047
700.000000,-1.273466,-1.125673,-0.259400
710.000000,-1.126403,-1.120128,-0.313357
720.000000,-1.030405,-1.116261,-0.264942
730.000000,-1.009428,-1.078776,-0.168459
740.000000,-1.151103,-1.080369,-0.068131
750.000000,-1.349825,-1.062044,0.045630
760.000000,-1.386651,-1.010418,0.035275
770.000000,-1.265292,-0.946259,0.004750
780.000000,-1.066208,-0.834157,0.049905
790.000000,-0.866492,-0.806079,0.156858
800.000000,-0.886530,-0.822655,0.145325
810.000000,-1.052532,-0.786766,0.070987
820.000000,-1.185360,-0.771113,0.077973
830.000000,-1.248638,-0.718088,0.240041
840.000000,-1.268854,-0.587066,0.483209
850.000000,-1.088787,-0.486490,0.679825
860.000000,-0.837484,-0.408062,0.642827
870.000000,-0.730329,-0.340637,0.407587
880.000000,-0.754373,-0.305411,0.179145
890.000000,-0.959768,-0.333787,0.039532
900.000000,-1.132948,-0.383503,-0.034083
910.000000,-1.123578,-0.365585,-0.057100
920.000000,-0.995214,-0.283433,-0.013511
930.000000,-0.756874,-0.192633,0.168124
940.000000,-0.568463,-0.119189,0.391117
950.000000,-0.556751,-0.100350,0.439659
960.000000,-0.460214,-0.115644,0.317145
970.000000,-0.157081,-0.063064,0.154208
980.000000,0.043133,0.018072,0.007013
990.000000,-0.023311,0.012591,-0.160103
1000.000000,-0.140545,-0.059095,-0.317621
1010.000000,-0.096764,-0.066732,-0.299131
1020.000000,0.107391,0.021359,-0.075715
1030.000000,0.256526,0.074938,0.092928
1040.000000,0.151676,0.045629,0.036271
1050.000000,-0.053868,0.004297,-0.061686
1060.000000,-0.161364,0.002933,-0.039148
1070.000000,-0.136783,0.037330,0.059939
1080.000000,0.030359,0.086864,0.116019
1090.000000,0.198570,0.097242,0.105997
1100.000000,0.275333,0.101695,0.063076
1110.000000,0.292080,0.119254,-0.026912
1120.000000,0.197170,0.125589,-0.048110
1130.000000,0.052138,0.139369,0.034348
1140.000000,0.092382,0.119425,0.101486
1150.000000,0.114197,0.121571,0.122331
1160.000000,0.115452,0.135973,0.138756
1170.000000,0.151811,0.141090,0.126447
1180.000000,0.054833,0.121292,0.038386
1190.000000,-0.144767,0.045592,-0.055355
1200.000000,-0.250485,-0.019140,-0.155329
1210.000000,-0.194724,-0.030044,-0.209733
1220.000000,-0.013823,0.015068,-0.112112
1230.000000,0.092214,0.059268,0.113201
1240.000000,0.071036,0.058344,0.311399
1250.000000,0.014790,0.046578,0.345153
1260.000000,-0.195256,0.006589,0.229528
1270.000000,-0.419083,-0.061218,0.116934
