0.000000,0.031591,0.036257,0.075015
10.000000,0.065905,0.040977,0.056381
20.000488,0.093995,0.039067,0.025727
30.000000,0.093801,0.022932,-0.005494
40.000000,0.085266,0.021348,-0.020546
50.000000,0.028839,0.018694,0.028668
60.000488,-0.061631,0.032755,0.083076
70.000000,-0.044399,0.048408,0.103425
80.000000,0.032958,0.035931,0.063793
90.000000,0.115057,0.070659,0.082447
100.000488,0.168531,0.108495,0.129446
110.000000,0.260947,0.103431,0.089109
120.000000,0.405882,0.151287,-0.020863
130.000000,0.473490,0.205259,-0.079186
140.000488,0.428365,0.247437,-0.119475
150.000000,0.549053,0.288172,-0.100326
160.000000,0.929545,0.364776,-0.024167
170.000000,1.335191,0.476165,0.043869
180.000488,1.732416,0.672789,0.094855
190.000000,2.596127,1.003120,0.198301
200.000000,3.290959,1.304468,0.404227
210.000000,3.828355,1.521326,0.679585
220.000488,4.525803,1.780052,1.132583
230.000000,5.160335,1.948993,1.687793
240.000000,5.333467,1.717035,1.936170
250.000000,4.969360,1.335254,1.570035
260.000488,4.356467,1.227702,0.864942
270.000000,3.705437,1.171028,0.099074
280.000000,2.749953,0.771540,-0.385369
290.000000,1.665809,0.133270,-0.677191
300.000488,0.731887,-0.516410,-1.101513
310.000000,0.008735,-0.954228,-1.564894
320.000000,-0.471256,-1.204044,-1.846372
330.000000,-0.772021,-1.443794,-1.796149
340.000488,-0.856484,-1.691577,-1.405951
350.000000,-1.163197,-1.960549,-1.010211
360.000000,-1.768601,-2.153588,-0.795462
370.000000,-2.368472,-2.259709,-0.717174
380.000488,-2.805591,-2.360747,-0.613632
390.000000,-3.039525,-2.444974,-0.540921
400.000000,-3.193260,-2.504367,-0.517835
410.000000,-3.292981,-2.509748,-0.473789
420.000488,-3.276512,-2.428988,-0.378486
430.000000,-3.368694,-2.344063,-0.216486
440.000000,-3.678285,-2.296917,-0.079684
450.000000,-4.047435,-2.236820,-0.068226
460.000488,-4.254688,-2.142661,-0.178606
470.000000,-4.246715,-2.029792,-0.307720
480.000000,-4.054151,-1.899541,-0.296437
490.000000,-3.619324,-1.762777,-0.100505
500.000488,-2.952444,-1.632334,0.224892
510.000000,-2.253016,-1.495011,0.538480
520.000000,-1.777521,-1.341670,0.709083
530.000000,-1.658911,-1.182260,0.729559
540.000488,-1.773067,-1.058162,0.595388
550.000000,-2.025041,-1.022650,0.293650
560.000000,-2.414964,-0.992691,-0.101799
570.000000,-2.643308,-0.898482,-0.406907
580.000488,-2.445516,-0.868571,-0.448861
590.000000,-1.978597,-0.882197,-0.267809
600.000000,-1.378541,-0.838735,-0.033384
610.000000,-0.453293,-0.745790,0.277838
620.000488,0.903695,-0.502226,0.731686
630.000000,2.408486,-0.169258,1.143729
640.000000,2.927684,0.050006,1.407901
650.000000,2.372064,0.185987,1.479983
660.000488,1.439652,0.241408,1.343833
670.000000,0.174109,0.109255,1.012029
680.000000,-1.122008,-0.088374,0.579054
690.000000,-1.418087,0.007027,0.302374
700.000488,-0.346629,0.144781,0.333709
710.000000,1.075586,0.201612,0.408544
720.000000,2.195869,0.238175,0.257463
730.000000,3.039291,0.358585,-0.049469
740.000488,3.628383,0.517018,-0.447269
750.000000,3.521239,0.503450,-0.850488
760.000000,2.614796,0.473194,-1.104685
770.000000,1.609681,0.575064,-1.078144
780.000488,1.152917,0.544373,-0.829013
790.000000,0.887389,0.402860,-0.469021
800.000000,0.658442,0.305371,-0.079798
810.000000,0.730646,0.293312,0.154126
820.000488,1.183981,0.348332,0.219507
830.000000,1.904234,0.460171,0.149157
840.000000,2.361573,0.547286,-0.018517
850.000000,2.312432,0.587861,-0.250704
860.000488,1.816420,0.558110,-0.425562
870.000000,1.040289,0.364944,-0.535420
880.000000,0.236432,0.208795,-0.565605
890.000000,-0.278966,0.165480,-0.454706
900.000488,-0.365085,0.104804,-0.289425
910.000000,-0.257056,0.026018,-0.160722
920.000000,-0.012037,0.000896,-0.006709
930.000000,0.473136,-0.000556,0.097983
940.000488,0.887741,0.033618,0.101085
950.000000,0.710031,0.059050,-0.084818
960.000000,0.338401,0.029982,-0.297692
970.000000,-0.041373,-0.013308,-0.374209
980.000488,-0.304785,-0.054388,-0.276960
990.000000,-0.466269,-0.042551,-0.058899
1000.000000,-0.510709,-0.026766,0.139383
1010.000000,-0.381975,-0.054563,0.315123
1020.000488,-0.241090,-0.035358,0.376086
1030.000000,-0.199832,0.036682,0.299593
1040.000000,-0.171267,0.065602,0.239560
1050.000000,-0.053240,0.046403,0.275707
1060.000488,-0.024422,0.043245,0.312844
1070.000000,-0.148334,0.054413,0.333836
1080.000000,-0.292586,0.040509,0.380740
1090.000000,-0.380684,0.003686,0.376646
1100.000488,-0.334139,0.002333,0.276702
1110.000000,-0.258754,0.027933,0.153498
1120.000000,-0.157433,0.038298,0.033068
1130.000000,-0.044918,0.015617,-0.078636
1140.000488,0.055825,0.000576,-0.147955
1150.000000,0.063345,0.006667,-0.173802
1160.000000,0.022464,0.021709,-0.192917
1170.000000,0.055173,0.040181,-0.188266
1180.000488,0.146632,0.045383,-0.135185
1190.000000,0.174876,0.048058,-0.061306
1200.000000,0.080023,0.048430,0.009838
1210.000000,-0.121190,-0.005996,0.045196
1220.000488,-0.313964,-0.058086,0.010320
1230.000000,-0.408705,-0.055939,0.003336
1240.000000,-0.344851,-0.037850,0.079162
1250.000000,-0.103564,0.004048,0.202068
1260.000488,0.202267,0.037824,0.295346
1270.000000,0.359832,0.049288,0.245004
